Group,x,y,t,s
H,-2.478303479,317.3264448,0,1
H,-27.68767372,318.6999295,0,1
H,-0.132721328,203.4906686,0,0
I,-8.793918386,87.18993222,0,0
F,-4.023915419,149.5210653,1,0
F,19.18784337,-101.9250424,1,0
I,1.572864633,140.7030284,1,0
I,4.570485878,-99.05295918,0,1
H,34.95058801,499.0990881,0,0
G,-3.836097365,303.7083672,1,0
F,13.08158666,-9.349462716,1,1
I,5.120272206,4.740252056,0,0
G,-2.739386442,209.1770629,0,1
H,19.62239057,474.4851903,0,1
F,11.39625119,-192.3392578,1,0
I,-8.293426274,197.4555307,1,1
H,33.45916223,656.7061499,0,1
F,1.939973874,241.2716928,1,1
G,19.78602451,-161.0637977,1,0
G,14.13481093,164.3300249,1,0
H,-5.980471382,399.2993879,0,1
H,-35.34718247,214.2337441,0,0
G,29.90300715,22.9602427,1,0
I,37.70562278,-266.7907745,0,1
I,2.919222229,-21.92863605,1,1
G,-7.682009747,555.5529028,1,1
G,14.902884,-83.46110314,1,0
F,3.002337248,384.7463125,1,1
G,2.780663678,13.98932028,1,1
H,18.66177919,554.6597202,0,1
G,16.32602267,334.5837965,1,0
G,21.35984498,-137.7644449,1,0
H,-6.40487255,375.9388598,0,1
I,-9.539849919,135.3298804,1,1
F,22.05169652,103.3406907,1,0
F,8.476461208,374.8041311,1,1
H,-25.03710129,-126.3944564,0,0
I,26.34990741,9.843606005,0,0
H,-23.23137466,-50.91297126,0,1
F,15.24974419,265.9508875,1,1
H,-61.3508729,75.49853332,0,1
F,15.20452692,10.59970153,0,1
I,6.742815284,-7.080397375,0,1
G,-36.91127153,418.3912204,1,1
F,28.78487813,-362.0347485,1,0
G,22.57930607,20.15993457,1,1
G,30.44303323,-234.1685715,1,0
F,6.801252603,122.547155,1,0
I,-22.48076398,-36.36393853,0,1
H,37.42620786,428.663061,0,0
H,16.67157481,430.1123535,0,0
I,9.242878661,34.43548694,1,1
F,-12.51314851,327.9457589,1,0
G,3.520436415,347.5129917,1,0
H,-21.51384165,106.1920392,0,0
H,-3.219615181,437.3275185,0,1
G,26.51305987,-111.657612,1,1
G,11.692922,67.51772698,0,1
H,-24.57933901,-6.924458551,0,1
G,-13.27692968,145.3476314,1,1
I,-9.148357066,13.32399949,1,1
H,27.39087652,480.776892,0,0
H,-12.4396503,201.8858371,1,0
I,9.603162737,-152.1119094,0,0
F,7.310865326,242.1604377,1,1
H,-16.00125949,320.1244054,0,0
F,44.35758292,-354.087987,1,0
H,-51.33938672,73.2239743,0,1
F,27.6144127,-99.65823149,1,0
I,19.25460689,-119.793461,0,0
G,26.51954569,3.432911103,1,0
I,22.85019677,-46.5574832,1,1
H,17.38428909,472.9881769,1,0
F,-24.15753955,170.7645192,1,1
H,-5.101313842,180.0495726,0,0
F,8.163352846,143.8687145,1,0
G,-52.89320512,753.6359594,1,0
I,-17.60111919,-37.74659904,0,0
H,-8.778974303,167.1484121,0,0
G,20.55585043,141.3643157,1,1
I,32.6098865,-33.79827645,1,1
I,5.055449785,54.98400434,1,1
I,12.12613363,-219.8522068,1,0
I,-18.87622824,-79.16027198,0,1
I,-27.06650238,-33.10631263,0,1
G,16.56359139,232.9161038,1,0
H,-5.185297845,407.6250556,0,1
G,11.86798144,24.43414373,1,1
G,-17.02519034,312.9394459,1,0
F,-4.774408575,319.118035,1,1
I,-17.50075723,65.41018777,1,1
G,13.11108884,136.030677,1,0
G,-13.52758763,264.2078006,1,1
I,6.079122549,-206.8720129,1,0
H,15.30166363,437.5468586,0,1
H,0.234391208,166.9767206,0,1
H,-22.19705124,153.479097,0,1
G,45.32903897,214.226302,1,1
F,5.680665071,251.1336932,1,0
F,10.44464672,84.50521146,1,0
H,-11.52999193,217.0035765,0,0
I,-38.76746096,-95.86180338,1,1
I,5.558464259,324.99441,1,1
I,-5.96852737,130.6650483,1,0
H,-7.47198202,160.7575443,0,1
H,-6.501947092,456.2156135,0,0
H,-13.25939313,228.7025314,0,0
G,-6.291930437,535.9379365,1,0
F,38.39896157,-348.0619038,1,1
H,-7.224534846,181.2585434,0,0
I,40.69303766,-124.6648354,0,0
I,12.03859636,100.8215569,1,1
F,-2.225106669,159.260692,1,0
H,-6.818791299,299.6359408,0,1
G,7.782702648,192.6954638,1,0
I,34.88506307,11.76838916,0,0
H,5.035117887,375.7679124,0,0
G,12.40135219,-233.8019227,1,1
H,-1.130391169,158.2376738,0,0
G,-2.422789023,145.0337871,1,1
F,56.49241747,-378.2377766,0,0
F,-1.513376665,411.2080994,1,0
H,23.34471645,379.9918834,0,0
I,9.112809972,-185.8881303,1,0
I,16.9796523,-58.68973932,0,1
I,12.36627173,-93.26356776,1,0
F,45.09477552,-317.7174921,1,0
G,-28.24946746,388.2943829,1,1
F,13.98723638,311.233459,1,1
F,18.620506,248.3137396,1,1
F,9.060055914,61.46557124,1,0
H,16.12224515,340.3115005,0,1
H,8.978328458,288.4852187,0,1
G,-25.10843921,311.4202152,0,1
F,20.85526032,140.1112595,1,1
G,-12.24281623,362.680435,1,1
H,-27.51438669,125.069122,0,1
G,-14.91906933,513.1281402,1,1
F,45.08825836,-289.1473021,1,1
H,-5.754381636,316.8617515,0,0
I,9.706992669,12.32547301,0,0
H,31.78889131,594.938981,0,1
G,17.90436124,218.7718622,1,1
G,2.523631546,532.9977228,1,1
F,6.39078367,176.2285139,1,0
G,-14.58476847,448.410495,1,0
H,-3.490475644,169.7141486,0,1
H,-8.325349205,244.6378602,0,0
H,-27.82926984,92.31678387,0,1
I,29.35743597,49.27594302,1,1
I,25.5177277,-114.1602895,1,1
H,27.62166982,679.1042291,0,1
I,-28.28772141,221.8393362,1,0
H,1.217528462,221.2291512,0,0
G,9.865361595,-102.9147854,0,0
F,18.29173103,211.9996785,1,0
G,11.33695593,28.03468777,1,0
G,-0.928346071,212.3885014,1,1
I,-0.345412197,36.78230786,0,0
F,46.02722924,-18.3712421,1,1
G,24.40523462,-37.72962149,1,1
G,-0.831620109,203.9593574,1,1
I,-7.581801007,96.32323998,1,0
F,-18.20829868,319.8242133,1,1
G,-8.443129571,232.9453978,1,0
I,-17.10359321,63.2110858,1,0
G,12.60619559,-69.05398985,1,0
G,16.38287251,195.6619377,1,1
H,-0.74291693,310.7062707,0,1
I,16.21636885,-36.31628734,1,1
I,5.8027701,59.56801774,0,1
F,18.2889566,-108.46152,1,1
H,-24.96715373,-13.9231557,0,1
G,0.986330998,275.2358326,1,0
G,39.78099883,-76.91750883,1,1
H,-44.2257415,269.8403648,0,1
I,-25.81765152,298.094181,0,1
H,-12.78912944,140.4280949,0,0
G,-3.680433932,196.2842374,1,1
H,3.81434751,443.7851372,0,1
H,10.8628289,464.2549648,0,0
F,23.9214183,288.3282896,1,0
I,-11.51757228,147.0831243,0,0
I,4.702830014,191.9724313,1,1
F,22.14975321,-20.04196414,1,0
G,12.71997166,50.83445997,1,1
H,-14.82269967,302.7225962,0,0
G,-18.97066302,91.42329822,1,0
I,-6.476157627,-14.91234223,0,1
F,35.57004923,-53.10616234,1,0
H,2.286194613,241.3258306,0,1
I,40.30075713,-76.13227572,0,0
G,11.38193617,-35.67268266,1,1
H,26.66291559,213.4297556,0,0
F,34.9155242,-223.6372067,1,0
F,-29.62269365,415.1206159,1,1
H,-4.234886549,115.8249794,0,1
I,9.194329183,135.8403616,0,0
F,6.361503596,94.25063501,1,1
F,43.07358604,-234.9502116,1,0
F,55.75385367,-410.9241687,1,1
F,32.71649282,-27.80310675,1,1
F,17.20092196,3.42607279,1,0
H,4.102862489,205.1953728,0,0
G,1.538816723,440.6769879,1,1
G,29.30426128,-26.96059346,1,0
F,-1.913160686,225.7493581,1,0
F,-6.591804391,331.7676937,1,1
H,17.24537897,428.5365076,0,0
H,-47.09411854,-108.2128561,0,1
F,-1.679853314,386.3327283,0,0
F,-17.77752711,360.5277998,1,1
H,-7.681149688,376.2286686,0,0
H,43.76663585,745.4413058,0,0
H,13.15308778,235.1354147,0,0
G,25.32823609,-131.4689147,1,0
I,-4.732854026,190.2828053,1,0
G,-8.419092685,188.5570282,1,0
H,-8.650004135,88.33759386,0,0
I,-10.10890999,253.8855616,1,0
I,6.911017173,-309.3098805,1,1
I,-20.27921865,-85.59360982,1,1
H,26.54173053,600.0244548,0,1
I,13.73632022,18.01652857,1,1
G,3.205976357,117.1152545,1,0
I,4.257232423,-153.8846455,0,1
F,37.17609392,-307.0705154,1,0
G,15.25154731,109.4888106,1,0
I,-20.32206823,135.0133192,1,1
G,19.52996755,-18.05985482,1,1
G,4.800813802,217.173349,1,0
G,16.66709455,200.039035,1,0
G,-13.49764015,186.0551255,1,0
I,-13.11562499,-66.98903269,0,0
I,-7.605332848,-46.93781108,1,0
F,-3.452724186,408.5980211,1,1
I,17.20573889,-222.2758122,1,0
I,-4.38247989,111.6839567,0,1
I,12.49468992,-32.07118705,1,1
G,14.07874211,396.7161546,0,0
H,-26.88890697,-51.02316448,0,0
F,24.45462757,-28.39704066,1,1
I,-26.27143841,-70.83067153,1,0
H,20.89458648,322.1632239,0,1
F,24.68985236,32.87372466,0,0
F,57.03156984,-446.6290196,0,1
H,14.27146251,479.9594664,0,0
I,-18.04107675,14.72963718,0,1
G,18.69282737,-101.4150937,1,1
I,22.34589632,159.1553895,0,1
F,-17.01471934,255.5236057,1,0
H,-37.01083766,-149.220405,0,0
F,15.49567535,179.320443,0,1
I,-0.368277629,-135.382461,0,0
F,16.82321868,408.4730142,1,1
F,45.63310511,-259.8778036,1,1
F,54.47510678,-316.6701234,1,0
G,12.78066356,10.60879673,0,0
F,49.8254191,-160.9607321,1,0
H,-23.93672664,201.4508389,0,0
G,26.84185094,-84.62225577,1,0
F,19.34006924,-318.3423961,1,0
H,-49.92309074,-55.72271265,0,0
H,-42.03491072,-158.7122612,0,1
F,6.93038483,126.7210747,1,0
H,19.74686562,405.5683661,0,0
I,15.75851075,-74.93815026,1,1
G,-13.27599668,488.9981289,1,1
I,-32.79535204,168.4069969,1,1
G,-8.721933458,90.79234479,1,1
F,5.67536025,258.0872528,1,0
G,6.658284095,248.847778,1,0
I,-9.93132676,-85.61682602,1,1
H,-24.51518148,208.465201,0,1
G,28.95501999,-99.34750522,1,0
G,9.409437079,161.8048012,1,1
G,3.243083607,278.6327061,1,1
H,-21.0603927,240.5619603,0,1
H,-11.45645578,450.9815383,0,1
H,19.9945424,647.9008159,0,1
F,52.28196254,-57.9970127,1,0
I,-16.9179134,105.6851655,1,0
F,-1.887611652,503.2714065,1,0
I,27.31418312,86.14560708,1,1
F,-9.148463996,151.6299979,1,0
F,4.598376069,130.9100829,1,0
F,23.80233212,175.8106924,1,0
F,4.792234258,2.80231252,0,0
F,17.61147619,-30.43928637,1,1
G,38.4757928,-17.13497056,1,1
F,18.16855942,-119.8230681,1,1
H,-30.18899417,321.3573783,1,1
F,1.930025985,268.276269,1,0
I,-17.0363411,-8.027912925,1,0
F,-20.19665912,769.6732715,1,0
H,-26.56677932,75.4284046,0,0
G,23.10701909,-167.5080121,1,1
G,19.5306495,69.28215856,1,0
G,30.48072884,140.2572828,1,1
G,31.78095961,119.8376743,1,0
H,-4.778734449,343.1895286,0,0
F,-6.659729772,125.5468801,1,0
G,46.45373695,-124.7702217,1,0
I,-24.61465454,-71.62186983,1,1
F,-8.075147259,525.4254884,1,1
F,16.6798236,42.18155881,1,1
G,25.79278077,89.23795468,1,1
F,0.434455538,332.4457379,1,0
H,-4.66269485,291.6617706,0,1
H,-18.00886285,118.7609455,0,0
H,20.59182163,479.5193974,0,1
H,22.41225887,492.3623346,0,0
F,15.94053875,-100.8900571,1,0
F,-23.0344904,153.6014341,1,1
H,53.25989012,807.8395945,0,0
F,1.497461718,307.9363699,1,0
G,-12.64490288,363.7346544,1,0
H,-9.599642325,145.8313385,0,1
G,14.32575968,124.2360244,1,1
F,-18.84167598,350.2114038,1,0
I,10.4058362,-130.4724381,1,1
F,9.988177617,-65.70531186,1,0
F,3.684683846,188.56762,1,1
H,-65.02814128,-20.0631959,0,1
H,12.36368913,312.2340958,0,1
G,-10.22963356,214.3960472,1,0
G,-3.11068017,225.4119386,1,0
H,42.09114478,520.8157224,0,0
I,38.42921089,-119.1529369,1,1
F,-1.31699635,153.1928146,1,1
H,-16.1045809,224.6709569,0,0
I,-9.587816872,168.0047539,0,0
I,45.14957634,50.78743395,0,1
G,4.241090744,14.53064355,1,1
G,13.42547503,-107.783279,1,0
G,11.21000504,133.2960343,1,0
H,1.00609483,336.7886533,0,1
F,-8.318647612,240.4181463,1,1
F,32.14680852,-83.9544633,1,1
F,28.07362617,-228.0516805,1,1
F,26.92100396,-99.74853906,1,0
I,-26.46809735,98.75684621,1,1
I,-28.33750771,21.80786377,1,0
I,-1.087629743,-23.60799101,0,1
I,-14.17296612,248.4430433,0,1
G,5.751040623,328.4697329,1,0
G,-23.03692546,436.6551637,1,1
I,-11.1704472,-84.83963716,1,1
H,13.64532737,138.8562029,0,0
I,-31.48772418,48.19986682,1,0
H,37.31790853,428.5501622,0,1
G,-22.48140733,419.32697,1,1
I,47.9702011,-100.1467003,0,1
I,13.4294465,-134.0529605,1,1
I,-28.06063589,75.36928474,1,0
F,14.68149065,286.8069133,1,1
H,-19.57155171,107.0467479,0,0
G,5.340966649,62.63380016,1,0
I,-17.00240621,-103.2648355,1,0
H,-32.52313811,163.088111,0,0
H,-19.44136058,226.444334,0,1
G,5.064646798,-54.21106623,1,1
F,-4.202318091,249.2607024,1,1
H,-13.48457377,310.6672126,0,1
F,40.89984716,-485.8250061,1,0
I,26.1173144,-0.746633544,0,0
G,-30.17338788,578.3138181,1,0
F,-17.5129666,437.6560602,1,0
H,-3.486175098,179.9202974,0,1
H,-14.74843265,440.2053223,0,0
H,-23.67622171,266.2103449,0,0
I,-9.395268619,178.345921,1,0
G,29.93291968,-235.3554494,1,1
F,29.05109548,-200.0924942,1,1
G,20.67690059,-73.62704859,0,0
G,-1.933402298,98.42055531,1,0
I,17.05469181,-166.4570699,1,1
I,-53.95926065,13.03378001,1,0
I,26.05263325,-249.6586774,1,1
F,10.21488413,-49.90453193,1,1
I,38.87979456,-22.82666513,1,1
G,10.3864715,-9.127152458,1,1
I,-13.64914428,205.0082978,1,1
H,23.59781332,268.7099467,0,1
F,-2.410869942,71.76328114,1,1
G,-6.196395721,19.96647381,1,1
G,-2.202174283,108.1613634,1,1
H,1.423684494,305.5605974,0,1
H,32.04192129,557.9819539,0,0
H,-23.25578827,118.1337239,0,1
I,16.18895683,-3.746811455,1,0
I,-22.88420582,90.34798237,1,0
H,7.525921791,347.7099377,0,1
H,-52.86737184,59.25617499,0,1
G,-9.843048411,206.2109665,1,1
F,44.59993625,-136.2077524,1,1
H,-32.45660577,50.16170449,0,1
G,-17.12651969,410.8713116,1,1
I,-4.976537235,-77.62416431,1,0
F,8.107464145,49.86934864,1,0
G,12.48192731,123.6492053,1,0
F,29.01605362,-314.7353443,1,1
G,-7.232450722,364.0837446,0,0
F,27.37767671,-150.469585,1,1
F,-19.30318816,390.6910689,1,0
H,-19.69018772,7.593858757,0,0
I,-7.86516757,-15.40837495,1,0
G,-1.955235593,349.4065267,0,1
G,2.832090993,169.0687056,1,0
G,9.707770476,118.5572466,1,0
I,33.54253986,-93.61149253,1,1
F,-3.032044032,96.42903905,1,0
H,-28.41607671,223.2484999,0,1
F,31.76631229,-64.80910856,1,1
F,25.90892096,-30.91509909,1,0
H,1.953134209,374.5936684,0,0
H,22.61772357,418.8753541,0,0
G,-1.637502985,346.783777,0,1
I,-11.95085286,-76.59741331,1,1
G,64.51604046,-212.1215521,1,0
F,-0.973066885,251.6704532,0,1
I,-5.339296394,28.1734803,1,1
G,-3.641465576,137.7676384,1,0
H,-30.03965582,150.6393546,0,1
I,10.92973224,9.102141593,0,1
F,39.13277005,-43.46782369,1,0
F,11.95804253,137.2499994,1,0
G,-21.4779379,386.4562846,1,0
G,34.57263247,-311.4687188,1,1
I,21.61796191,136.4838637,1,1
G,37.92087752,39.26756033,1,1
G,21.23159809,84.8466886,1,0
H,-7.396726195,188.9546542,0,1
F,19.60719752,132.2718606,1,0
H,7.444881311,317.6635741,0,0
I,-10.81108059,18.66330318,1,1
G,28.29573388,-16.59185338,1,1
H,-22.35670088,88.75825028,0,0
F,23.84673841,-108.3235595,1,0
I,-31.82449714,-156.638793,1,1
F,-22.48657102,807.7611785,1,1
G,-6.961686982,159.184613,0,1
I,20.836157,-42.66497151,0,0
H,-26.84664756,92.58596367,0,1
G,30.19060289,17.79937828,1,0
G,17.33810298,271.1144538,1,0
G,15.71368585,-121.2443262,1,1
F,27.3080062,-162.2953992,1,1
I,-5.223259776,-82.69904054,1,1
G,-15.79672776,306.7954834,1,1
H,33.98105357,469.9149589,0,0
F,-9.04161585,374.0121811,1,0
H,-29.43880534,355.7161353,0,1
G,20.50188511,-112.7807131,1,0
G,24.38485611,-147.040826,1,0
H,-0.559838641,290.1525212,0,1
G,32.0477742,-160.8832096,1,1
G,-2.075703039,156.7304706,1,1
I,13.83471506,-126.6061356,1,1
H,13.49408369,684.2464541,0,1
G,1.20224182,380.0473524,1,1
H,-19.98564544,226.1815333,0,1
H,-2.66026575,-39.16142908,0,0
H,19.64174412,545.6631322,0,0
I,-8.827575425,-242.0494089,1,1
G,8.413084467,70.53007782,1,0
F,17.52644973,141.7236197,1,1
H,8.519461121,281.2625644,0,0
I,42.95429611,124.400871,1,1
H,-2.773463499,234.6342115,0,0
H,-24.48756966,74.05313566,0,1
H,-46.4249927,-193.4013955,0,1
H,-3.613846318,195.1601446,0,1
I,-10.45933585,-30.35466317,0,0
F,45.69054957,-29.80672603,1,1
I,17.0450786,6.957539394,1,0
F,-14.5233004,272.1350082,1,0
I,8.887916812,-176.2414698,1,1
G,-19.80662288,459.4687297,0,0
G,-15.23932178,352.6981549,1,1
I,-1.785240365,-140.8034472,0,0
I,-14.30959656,306.4094295,0,0
H,6.98324192,176.4936942,0,1
H,-0.635119512,229.4798161,0,1
I,32.18592546,111.6822925,0,0
F,-1.885168118,159.660297,0,0
I,15.2888448,-164.9814069,1,0
I,-57.67585195,140.704946,1,1
I,-4.428473108,365.1512433,0,0
G,-24.04033741,402.180653,1,0
F,6.603336412,335.5819348,1,1
G,-10.00105745,312.3041826,1,1
F,81.02547202,-402.2791964,1,1
I,5.939067403,-100.2909946,0,0
I,37.1516044,209.3429335,1,0
I,15.75277795,83.95249846,0,0
I,9.770386487,171.9606664,1,1
H,-37.5366578,-82.15305729,0,0
I,17.95663629,96.96677205,1,0
I,33.2836843,279.0634841,1,0
F,29.81422903,-158.4606086,1,0
F,6.591562807,123.3332527,1,1
I,-4.328900513,-85.39894201,0,1
G,-28.60861488,360.8491956,1,0
F,3.564659025,246.1682807,1,1
H,-29.99141387,36.58288703,0,1
G,13.86076861,49.26754589,1,0
I,-20.50984548,-75.83744696,1,1
G,-19.94901119,530.7520966,1,0
H,-62.45175114,-445.0430009,0,1
F,3.971774013,-26.72052404,1,0
G,13.54689465,116.804736,1,1
G,5.365243913,275.1158422,1,1
G,37.86602351,19.63475649,1,1
F,-11.66185067,245.4189195,0,1
F,41.09166803,-131.1040004,1,1
G,25.00262444,207.5985576,0,0
G,6.861003996,-42.2497216,1,1
H,13.96686123,375.7483833,0,1
G,13.27158799,-102.972719,1,1
H,-34.86238169,164.1020975,0,0
F,-3.690040861,216.9151162,1,1
F,12.68322189,-0.952917015,1,1
H,-11.6410581,277.463105,0,1
H,1.384119613,455.6569162,0,0
H,-16.56991651,-42.26950607,0,1
I,36.19785688,-182.9677904,1,1
H,50.28612726,856.4622912,0,1
I,14.71795874,-14.19519484,0,0
G,-22.39549744,116.6474962,1,1
F,-17.96603229,453.7171109,1,0
F,-20.11746703,531.453363,1,0
F,6.459532773,200.9866446,1,1
F,31.16206578,45.78077091,1,0
F,24.29869295,-245.2204379,0,0
F,11.34194525,-4.091881365,1,1
H,-0.713949011,462.7023567,0,1
H,-43.50975256,-114.187418,0,1
G,-5.347544023,364.9117521,1,1
H,-3.42337639,216.006637,0,1
H,-1.781750865,551.0425338,0,1
F,-10.38978653,387.9905369,1,0
I,48.94862059,226.6436181,0,0
F,7.86408773,343.6457677,1,0
H,61.33038086,827.1668308,0,1
G,22.65583983,125.0944797,1,1
H,57.62638327,553.1931294,0,0
H,-7.160753215,76.36951377,0,1
G,-1.250229759,196.6031135,1,1
F,30.99718244,21.19103385,1,1
F,-5.353367837,324.8944421,1,0
H,19.46840079,520.329394,0,1
I,-20.39216894,-83.63130717,1,0
F,74.19664725,-554.2813109,1,1
F,-41.87179966,719.4675016,1,0
F,-18.32281912,229.934171,1,1
H,2.380099114,354.2670265,0,0
G,18.86634654,107.5381768,0,1
H,-43.63411204,-87.42079756,0,0
G,35.59355445,116.1453631,1,1
G,31.42183642,-139.3138174,1,0
I,-23.70846967,81.10965251,1,1
H,20.10002405,454.4440767,0,0
H,15.9604302,249.5054002,0,0
I,-6.432985246,177.8141235,1,0
H,-25.20781148,233.4723331,0,1
G,16.08296867,38.49889277,1,1
F,13.01746032,6.293134594,1,0
I,0.279316311,29.71809846,1,1
I,-3.906551962,136.128675,1,1
F,43.47179627,-218.9678376,1,0
G,18.09713709,298.2150967,1,0
G,-9.293073727,226.8305757,1,0
F,4.377097773,0.318899396,0,1
G,21.56811616,-7.744268335,0,0
F,37.21231097,-91.31674936,1,1
I,21.21473242,-96.90696391,1,1
G,-7.610464147,128.2579593,1,1
F,-21.5851066,275.8101639,1,0
I,-4.700880801,-6.292795615,1,1
H,-82.88066656,-139.8322465,0,1
G,9.547737334,166.9427577,1,0
F,-16.04934848,516.1619018,1,0
G,2.617428244,-170.7611487,1,0
F,22.68636324,98.81273551,1,1
F,13.31738149,-261.7018345,1,0
H,39.96352131,546.6040199,0,0
I,26.57304145,87.14209705,1,1
G,16.47271874,187.4502086,1,1
G,29.86042326,95.1359397,1,0
H,-22.59942259,263.8940758,0,0
G,-2.393881674,141.9143558,1,0
F,12.42918225,-469.668344,1,0
G,-10.86176572,46.6307084,1,0
H,19.01922568,342.8713104,0,0
F,23.24932974,30.1438268,1,0
G,-4.92365128,228.8399767,1,0
G,-11.4754412,411.5504711,0,1
G,9.539804806,110.5559851,1,0
I,-6.781295484,-82.22203425,1,1
G,21.63872234,89.38328679,1,1
H,-29.71693138,341.7239232,0,1
F,42.85195025,-230.0397861,1,0
G,-39.16291396,533.4509854,0,0
H,-48.13676033,37.76498857,0,0
I,27.39023549,42.57618988,1,1
F,32.44635757,-81.83012895,1,1
G,22.68187934,-48.96417437,1,1
G,-36.00320774,487.6458242,1,0
I,15.87045151,-37.16353046,1,1
H,-10.74028866,121.1158784,0,1
F,28.24193194,-112.1746407,1,1
F,0.201878635,-28.7679587,1,0
H,-8.203395153,235.9646506,0,1
H,-18.34082896,211.0524308,0,0
F,11.00039244,55.10115484,1,1
F,9.433147458,-75.4473933,1,0
F,19.3263369,90.64878811,1,0
H,-8.130481673,137.3131761,0,1
G,0.942091699,206.3337438,1,1
H,-4.822731004,250.6705516,0,0
I,36.51310955,-83.39269716,0,1
F,72.87971019,-523.3480416,1,0
H,1.779605029,592.0423433,0,1
I,4.868717906,-202.7951084,1,1
I,26.51133486,-323.7522895,1,1
H,1.39548238,20.4481996,0,0
I,-19.47784283,-46.20007857,1,1
I,-7.402590542,77.27933056,1,1
F,10.21637821,266.8390217,1,1
H,-42.15006081,68.55649841,0,0
H,58.86945144,754.7218945,0,0
H,9.672718961,582.7345963,0,1
I,-26.24090875,-5.971003805,1,0
F,13.41092862,2.264909141,1,1
G,-7.596515764,264.2419883,1,0
H,-18.81874957,-21.05625214,0,0
F,-14.21669045,313.086918,1,1
F,33.6149328,-147.7375672,1,0
H,-4.217722789,178.4601926,0,0
F,2.021041389,96.0793785,1,0
F,-15.62992721,590.8460376,1,0
I,12.25175122,-18.32494065,1,0
I,24.71068407,-213.8118884,1,0
H,13.15310819,248.7076756,0,0
G,20.11127601,-123.2614129,1,1
H,11.8988107,346.5627078,0,0
I,-0.707412327,-63.62712879,1,1
H,-12.05802317,345.7145789,0,0
I,7.431012867,-152.6456048,1,1
F,-1.504653767,396.272802,1,0
H,-14.53149033,-72.76148716,0,0
G,-1.288618766,277.8959076,1,0
I,15.20435672,96.06848872,0,1
G,-5.174290926,281.8854058,1,0
H,-13.74601622,201.8849111,0,0
F,3.307971597,149.4721131,1,0
F,13.74816023,-128.5758357,1,0
G,41.23652483,-92.80578965,1,1
G,16.33211939,107.4954762,1,0
H,-6.69138733,468.3501653,0,1
H,16.98241426,479.272146,0,0
I,10.30300747,-56.54448759,1,0
I,-9.862981014,-33.92075799,1,1
G,-0.473271966,490.4056701,0,0
F,26.84262127,50.19505882,1,0
G,-27.50566081,298.8561263,1,1
F,1.218901483,149.9837498,1,1
I,7.459171504,51.69176509,1,1
H,1.238289639,415.1817951,0,1
I,25.21606771,-95.10679626,1,1
H,-57.18673576,96.2019259,0,0
I,-6.623786845,105.0492135,1,1
F,31.21409049,-150.6379789,1,1
F,62.73783035,-487.3660443,1,0
H,-7.788142786,251.6190053,0,0
H,-64.98169092,109.8258606,0,0
F,-2.180568605,249.9258173,1,0
H,-22.36970116,180.7892603,0,0
